Rank,Word,Score,Overall Frequency,Pos1 Freq,Pos2 Freq,Pos3 Freq,Pos4 Freq,Pos5 Freq
13940,snugs,1322.3072520325204,2017,365,87,165,76,36
13941,mondo,1321.7595609756097,2035,107,279,137,69,58
13942,ragga,1321.6657723577234,2182,105,304,67,76,63
13943,alula,1321.496081300813,2157,140,200,165,162,63
13944,japan,1321.2529268292683,1940,20,304,57,162,130
13945,guava,1321.0836585365853,1903,115,185,306,45,63
13946,dsomo,1321.0686341463415,2130,111,16,243,68,58
13947,sighs,1320.3072520325204,2035,365,201,67,28,36
13948,myrrh,1320.2776097560975,2024,107,22,163,150,137
13949,pooks,1319.871268292683,1996,141,279,243,55,36
13950,gliff,1319.6266178861788,1925,115,200,266,35,26
13951,sicks,1319.5072520325202,2023,365,201,56,55,36
13952,kavas,1319.452926829268,2005,20,304,49,162,36
13953,whows,1319.3367154471543,2002,82,144,243,25,36
13954,idyll,1319.0416910569106,2203,34,20,29,162,155
13955,maxim,1318.3754796747967,1998,107,304,12,158,42
13956,vughy,1318.1999999999998,1739,43,185,67,28,364
13957,pongo,1317.75956097561,2001,141,279,137,76,58
13958,nawab,1317.252926829268,2022,37,304,26,162,11
13959,bubbe,1317.2017516028818,1976,173,185,56,24,422
13960,keeve,1317.1999999999998,1592,20,241,177,45,422
13961,simps,1317.1072520325206,2019,365,201,61,50,36
13962,widow,1316.823414634146,2010,82,201,75,132,17
13963,duded,1316.805607174301,2089,111,185,75,318,118
13964,smoko,1316.4686341463416,1947,365,38,243,55,58
13965,boggy,1316.4660162601626,1767,173,279,67,76,364
13966,peppy,1316.4266240663626,2019,141,241,57,50,364
13967,yajna,1316.3997560975608,1999,6,304,3,182,63
13968,tombo,1315.9595609756097,2078,149,279,61,24,58
13969,hubba,1315.4699186991868,2108,69,185,56,24,63
13970,afara,1315.1218747769183,2101,140,8,306,150,63
13971,hobby,1315.069918699187,1844,69,279,56,24,364
13972,poboy,1314.724243902439,1822,141,279,56,132,364
13973,zimbs,1314.3999999999999,1974,3,201,61,24,36
13974,hobos,1314.3242439024389,2088,69,279,56,132,36
13975,vakas,1313.8529268292682,2005,43,304,12,162,36
13976,macka,1313.3997560975608,1976,107,304,56,55,63
13977,mugga,1312.0660162601625,2067,107,185,67,76,63
13978,moggy,1311.6660162601625,1803,107,279,67,76,364
13979,jagas,1311.6529268292682,1980,20,304,67,162,36
13980,gumma,1311.5367804878047,2067,115,185,61,68,63
13981,tufts,1311.2416097560974,2092,149,185,25,139,36
13982,addra,1311.097463414634,2265,140,20,75,150,63
13983,sowps,1310.9072520325203,1980,365,279,26,50,36
13984,niffy,1310.4544878048778,1896,37,201,25,35,364
13985,idiom,1310.439024390244,2132,34,20,266,132,42
13986,kacha,1310.3997560975606,2047,20,304,56,28,63
13987,femme,1310.3367804878048,1775,135,241,61,68,422
13988,bajan,1309.8529268292682,1855,173,304,3,162,130
13989,rhymy,1309.5994146341463,2024,105,144,29,68,364
13990,dooky,1309.471268292683,1780,111,279,243,55,364
13991,unfix,1309.4,1975,33,87,25,158,8
13992,mogos,1309.324243902439,2047,107,279,67,132,36
13993,woods,1309.0712682926828,2008,82,279,243,69,36
13994,puffa,1308.654487804878,2035,141,185,25,35,63
13995,assai,1308.5003414634145,2313,140,16,80,162,11
13996,stoss,1308.4662852640624,2150,365,77,243,171,36
13997,durum,1308.3945365853658,2072,111,185,163,82,42
13998,typps,1308.3220325203251,2186,149,22,57,50,36
13999,dukka,1308.101463414634,2044,111,185,12,55,63
14000,poofy,1308.0712682926828,1771,141,279,243,35,364
14001,hoofs,1307.671268292683,2037,69,279,243,35,36
14002,knick,1307.1765853658535,1928,20,87,266,150,113
14003,sayas,1307.1601788617886,2067,365,304,29,162,36
14004,howto,1306.9595609756097,2063,69,279,26,139,58
14005,synds,1306.9072520325203,2058,365,22,137,69,36
14006,saags,1306.8011544715446,1953,365,304,306,76,36
14007,sowff,1306.6266178861788,1844,365,279,26,35,26
14008,moobs,1306.471268292683,2017,107,279,243,24,36
14009,whish,1306.0760487804878,1919,82,144,266,171,137
14010,bombs,1305.9674796747968,2017,173,279,61,24,36
14011,cutup,1305.794536585366,2035,198,185,111,82,56
14012,khaya,1305.6836585365852,1996,20,144,306,3,63
14013,stots,1305.1603739837396,2150,365,77,243,139,36
14014,shash,1305.112081300813,2030,365,144,306,171,137
14015,solos,1305.0314959349594,2137,365,279,112,132,36
14016,yoofs,1304.671268292683,2074,6,279,243,35,36
14017,akara,1304.5218747769184,2082,140,10,306,150,63
14018,opihi,1304.371056910569,2175,41,61,266,28,11
14019,zills,1304.2730406504065,2094,3,201,112,162,36
14020,hooks,1304.2712682926829,2018,69,279,243,55,36
14021,swops,1303.7072520325205,1980,365,44,243,50,36
14022,kusso,1303.4974959349595,2097,20,185,80,171,58
14023,pukka,1303.3014634146339,2016,141,185,12,55,63
14024,jills,1303.2730406504065,2081,20,201,112,162,36
14025,vigia,1303.1177235772357,2107,43,201,67,158,63
14026,tusks,1302.7687154471546,2073,149,185,80,55,36
14027,luffs,1302.654487804878,2079,87,185,25,35,36
14028,papal,1302.4560975609754,2056,141,304,57,162,155
14029,kajal,1302.452926829268,1928,20,304,3,162,155
14030,assay,1302.1003414634147,2067,140,16,80,162,364
14031,bunns,1301.1423902439024,1987,173,185,137,182,36
14032,afizz,1300.8448780487806,1914,140,8,266,20,4
14033,undid,1300.5051219512195,2102,33,87,75,158,118
14034,busby,1299.7674796747967,1838,173,185,80,24,364
14035,wulls,1299.4730406504063,2044,82,185,112,162,36
14036,mmkay,1299.4077398373981,1925,107,38,12,162,364
14037,convo,1299.3595609756098,1953,198,279,137,45,58
14038,imido,1298.8390243902438,2132,34,38,266,69,58
14039,choom,1298.8333170731707,1931,198,144,243,132,42
14040,halal,1298.7450243902435,2078,69,304,112,162,155
14041,feeze,1297.4,1499,135,241,177,20,422
14042,nanny,1297.189503378941,1972,37,304,137,182,364
14043,nudzh,1297.0,1859,37,185,75,20,137
14044,civvy,1296.3817235772358,1721,198,201,49,45,364
14045,tufty,1296.0416097560976,1848,149,185,25,139,364
14046,mixup,1295.6,1854,107,201,12,82,56
14047,piing,1295.549918699187,1918,141,201,266,182,41
14048,dippy,1295.522032520325,1852,111,201,57,50,364
14049,skoff,1295.4266178861787,1860,365,10,243,35,26
14050,cacas,1295.140650406504,2118,198,304,56,162,36
14051,zaman,1294.452926829268,1904,3,304,61,162,130
14052,yaass,1294.4205365853659,2067,6,304,306,171,36
14053,zitis,1293.9177235772356,2107,3,201,111,158,36
14054,woody,1293.871268292683,1764,82,279,243,69,364
14055,gobbi,1293.6699186991868,2013,115,279,56,24,11
14056,jitis,1292.9177235772358,2094,20,201,111,158,36
14057,gruff,1292.226617886179,1902,115,267,165,35,26
14058,zitty,1291.7754634146343,1863,3,201,111,139,364
14059,scuds,1291.7072520325205,2002,365,40,165,69,36
14060,toots,1291.5128780487803,2150,149,279,243,139,36
14061,queyu,1291.0819512195123,2149,23,185,177,3,1
14062,gooby,1290.871268292683,1767,115,279,243,24,364
14063,capax,1290.852926829268,1852,198,304,57,162,8
14064,jitty,1290.775463414634,1850,20,201,111,139,364
14065,annas,1289.9236097560972,2216,140,87,137,162,36
14066,bidis,1289.9177235772358,2011,173,201,75,158,36
14067,shivs,1289.1072520325204,1877,365,144,266,45,36
14068,hooky,1289.071268292683,1774,69,279,243,55,364
14069,hough,1289.068731707317,1916,69,279,165,76,137
14070,sowms,1288.7072520325203,1931,365,279,26,68,36
14071,gubba,1287.669918699187,2031,115,185,56,24,63
14072,mobby,1287.6699186991868,1773,107,279,56,24,364
14073,mambu,1287.4222439024388,2037,107,304,61,24,1
14074,gobby,1287.269918699187,1767,115,279,56,24,364
14075,mobos,1286.924243902439,2017,107,279,56,132,36
14076,gobos,1286.5242439024391,2011,115,279,56,132,36
14077,ansas,1286.1416422764225,2216,140,87,80,162,36
14078,bunny,1285.9423902439025,1743,173,185,137,182,364
14079,vinny,1285.9423902439025,1819,43,201,137,182,364
14080,fussy,1285.8974959349594,1787,135,185,80,171,364
14081,boffs,1285.254487804878,1930,173,279,25,35,36
14082,uncus,1285.2301788617885,2182,33,87,56,82,36
14083,abamp,1285.2139024390242,1936,140,16,306,68,56
14084,patta,1285.1752195121949,2069,141,304,111,139,63
14085,midis,1285.1177235772357,2047,107,201,75,158,36
14086,canna,1284.9421463414633,2023,198,304,137,182,63
14087,spifs,1284.9072520325203,1932,365,61,266,35,36
14088,bimbo,1284.7674796747967,2019,173,201,61,24,58
14089,nyong,1284.698487804878,2060,37,22,243,182,41
14090,woops,1284.671268292683,1980,82,279,243,50,36
14091,snubs,1283.5072520325205,1987,365,87,165,24,36
14092,skids,1283.5072520325202,1941,365,10,266,69,36
14093,howso,1283.1595609756098,2002,69,279,26,171,58
14094,aymag,1282.972926829268,2025,140,22,61,162,41
14095,palla,1282.4727967479673,2056,141,304,112,162,63
14096,dadla,1282.4386341463414,2084,111,304,75,162,63
14097,quill,1282.2416910569104,1881,23,185,266,162,155
14098,sunks,1281.9072520325203,1917,365,185,137,55,36
14099,dsobo,1281.8686341463415,2094,111,16,243,24,58
14100,books,1281.671268292683,1911,173,279,243,55,36
14101,spiks,1281.5072520325202,1913,365,61,266,55,36
14102,gunny,1280.7423902439025,1773,115,185,137,182,364
14103,egged,1280.479024390244,1933,72,11,67,318,118
14104,goffs,1280.054487804878,1960,115,279,25,35,36
14105,goofs,1279.871268292683,1960,115,279,243,35,36
14106,cocoa,1279.6119674796746,2203,198,279,56,132,63
14107,bongo,1279.5595609756099,1916,173,279,137,76,58
14108,gungy,1277.2133333333334,1773,115,185,137,76,364
14109,skogs,1277.1072520325204,1941,365,10,243,76,36
14110,hamba,1276.9997560975607,1958,69,304,61,24,63
14111,mooks,1276.871268292683,1947,107,279,243,55,36
14112,gooks,1276.4712682926831,1941,115,279,243,55,36
14113,whiss,1276.3266341463413,1919,82,144,266,171,36
14114,lotto,1275.935024390244,2198,87,279,111,139,58
14115,icing,1275.639024390244,2028,34,40,266,182,41
14116,ibrik,1275.2068292682925,2057,34,16,163,158,113
14117,hippy,1275.122032520325,1846,69,201,57,50,364
14118,sojus,1274.9072520325203,1914,365,279,3,82,36
14119,mongo,1274.75956097561,1952,107,279,137,76,58
14120,jasps,1273.9687154471544,2035,20,304,80,50,36
14121,piggy,1273.6660162601627,1769,141,201,67,76,364
14122,biddy,1273.2414146341464,1767,173,201,75,69,364
14123,phynx,1273.1999999999998,1786,141,144,29,182,8
14124,ganja,1273.1997560975608,1885,115,304,137,2,63
14125,cuddy,1271.4414146341462,1758,198,185,75,69,364
14126,wauff,1271.0266178861789,1864,82,304,165,35,26
14127,foggy,1270.6660162601627,1716,135,279,67,76,364
14128,shojo,1270.4686341463414,1835,365,144,243,2,58
14129,buffa,1270.454487804878,1950,173,185,25,35,63
14130,kicks,1270.4439024390242,2023,20,201,56,55,36
14131,poyou,1270.3242439024389,2008,141,279,29,132,1
14132,lusks,1270.1687154471545,2060,87,185,80,55,36
14133,boofy,1269.871268292683,1686,173,279,243,35,364
14134,dibbs,1269.669918699187,2011,111,201,56,24,36
14135,woopy,1269.471268292683,1736,82,279,243,50,364
14136,unpin,1269.3976097560976,2074,33,87,57,158,130
14137,wazoo,1268.7216097560977,1962,82,304,11,132,58
14138,totty,1268.4972229030338,1906,149,279,111,139,364
14139,middy,1268.4414146341462,1803,107,201,75,69,364
14140,cluck,1268.3319512195121,1867,198,200,165,150,113
14141,fogos,1268.324243902439,1960,135,279,67,132,36
14142,giddy,1268.0414146341463,1797,115,201,75,69,364
14143,luvvy,1267.7817235772359,1758,87,185,49,45,364
14144,lahal,1267.6702276422764,2078,87,304,9,162,155
14145,kvass,1267.5266341463416,2005,20,15,306,171,36
14146,duomo,1267.4686341463414,1928,111,185,243,68,58
14147,ebbed,1267.3999999999999,1903,72,16,56,318,118
14148,scups,1267.3072520325204,1974,365,40,165,50,36
14149,dowds,1266.5820975609754,2008,111,279,26,69,36
14150,booky,1266.471268292683,1667,173,279,243,55,364
14151,nakfa,1266.3997560975606,1987,37,304,12,35,63
14152,ficin,1266.3177235772357,1947,135,201,56,158,130
14153,lolls,1265.902779403794,2137,87,279,112,162,36
14154,poovy,1265.871268292683,1694,141,279,243,45,364
14155,nuddy,1265.8414146341463,1856,37,185,75,69,364
14156,akoja,1265.519756097561,1965,140,10,243,2,63
14157,zymic,1265.0,1925,3,22,61,158,31
14158,zappy,1264.7220325203252,1804,3,304,57,50,364
14159,goofy,1264.671268292683,1716,115,279,243,35,364
14160,onmun,1264.1976097560973,2108,41,87,61,82,130
14161,biffo,1264.0544878048781,1932,173,201,25,35,58
14162,deked,1263.8458048780487,1833,111,241,12,318,118
14163,chook,1263.6333170731707,1825,198,144,243,132,113
14164,scuff,1263.0266178861789,1838,365,40,165,35,26
14165,bhava,1262.4836585365852,1794,173,144,306,45,63
14166,cuffo,1262.254487804878,1923,198,185,25,35,58
14167,jaggs,1261.8660162601625,1980,20,304,67,76,36
14168,aapas,1261.6775541344437,2008,140,304,57,162,36
14169,pimps,1261.581544715447,2019,141,201,61,50,36
14170,zebub,1261.4813008130081,2016,3,241,56,82,11
14171,gooky,1261.271268292683,1697,115,279,243,55,364
14172,cusps,1260.9687154471546,1974,198,185,80,50,36
14173,hunch,1260.868731707317,1901,69,185,137,150,137
14174,judgy,1260.0,1620,20,185,75,76,364
14175,mokky,1259.901463414634,1703,107,279,12,55,364
14176,dewed,1259.8458048780487,1817,111,241,26,318,118
14177,khaph,1259.6760487804877,1937,20,144,306,50,137
14178,edged,1259.1846341463413,1933,72,20,67,318,118
14179,skips,1259.1072520325204,1913,365,10,266,50,36
14180,namaz,1257.652926829268,1904,37,304,61,162,4
14181,ovoid,1257.3145853658536,1968,41,15,243,158,118
14182,flaff,1256.9617966435321,1920,135,200,306,35,26
14183,hakam,1256.452926829268,1888,69,304,12,162,42
14184,hypha,1256.1860975609754,2151,69,22,57,28,63
14185,smush,1255.8360325203253,1837,365,38,165,171,137
14186,poppa,1255.6266240663626,2093,141,279,57,50,63
14187,tappa,1255.521788617886,2069,149,304,57,50,63
14188,kicky,1255.2439024390242,1779,20,201,56,55,364
14189,samas,1255.1601788617886,1959,365,304,61,162,36
14190,mihis,1255.1177235772357,2041,107,201,9,158,36
14191,skiff,1254.8266178861788,1777,365,10,266,35,26
14192,zooid,1254.671268292683,1856,3,279,243,158,118
14193,donko,1254.1595609756098,1929,111,279,137,55,58
14194,pouff,1254.0266178861789,1813,141,279,165,35,26
14195,sagas,1253.9601788617886,1953,365,304,67,162,36
14196,phutu,1253.760325203252,1947,141,144,165,139,1
14197,pocho,1253.5595609756097,1980,141,279,56,28,58
14198,kazoo,1253.5216097560974,1978,20,304,11,132,58
14199,malam,1253.428406504065,2007,107,304,112,162,42
14200,bosks,1252.7687154471546,1911,173,279,80,55,36
14201,bippy,1252.5220325203252,1739,173,201,57,50,364
14202,chock,1251.931951219512,1825,198,144,243,150,113
14203,highs,1251.3860975609755,2035,69,201,67,28,36
14204,dowdy,1251.3820975609756,1764,111,279,26,69,364
14205,cohog,1251.324243902439,1925,198,279,9,132,41
14206,exeme,1251.0,1583,72,14,177,68,422
14207,cuppy,1250.7220325203252,1730,198,185,57,50,364
14208,lolly,1250.7027794037942,1893,87,279,112,162,364
14209,biggs,1250.6660162601627,1928,173,201,67,76,36
14210,pozzy,1250.5486178861788,1582,141,279,11,20,364
14211,povos,1250.3242439024389,1938,141,279,49,132,36
14212,sists,1249.8268748707778,2067,365,201,80,139,36
14213,kutus,1249.3945365853658,2073,20,185,111,82,36
14214,gamba,1249.1997560975608,1881,115,304,61,24,63
14215,gibli,1248.4572357723578,1976,115,201,56,162,11
14216,hatha,1248.3858536585365,2091,69,304,111,28,63
14217,audax,1248.1729268292681,1871,140,185,75,162,8
14218,mosks,1247.9687154471546,1947,107,279,80,55,36
14219,byssi,1247.6974959349595,2042,173,22,80,171,11
14220,mezze,1247.348617886179,1586,107,241,11,20,422
14221,gippy,1247.3220325203251,1769,115,201,57,50,364
14222,diffs,1247.254487804878,1960,111,201,25,35,36
14223,batta,1246.975219512195,1984,173,304,111,139,63
14224,asada,1246.9218747769182,2036,140,16,306,69,63
14225,jaggy,1246.6660162601627,1736,20,304,67,76,364
14226,jammy,1246.5367804878047,1742,20,304,61,68,364
14227,jafas,1246.252926829268,1899,20,304,25,162,36
14228,vutty,1246.1754634146341,1771,43,185,111,139,364
14229,jumps,1246.0,1842,20,185,61,50,36
14230,muvva,1245.9817235772357,1909,107,185,49,45,63
14231,miggs,1245.8660162601627,1964,107,201,67,76,36
14232,shahs,1245.7006666666668,2030,365,144,306,28,36
14233,sills,1245.580292682927,2054,365,201,112,162,36
14234,scums,1245.1072520325204,1925,365,40,165,68,36
14235,kiddo,1245.0414146341461,2026,20,201,75,69,58
14236,kapha,1244.7997560975607,1937,20,304,57,28,63
14237,scugs,1244.7072520325203,1919,365,40,165,76,36
14238,compo,1244.5595609756099,1909,198,279,61,50,58
14239,modoc,1244.5242439024391,1937,107,279,75,132,31
14240,jumbo,1244.4,1842,20,185,61,24,58
14241,nying,1244.098487804878,1977,37,22,266,182,41
14242,mofos,1243.9242439024392,1966,107,279,25,132,36
14243,wussy,1243.6974959349595,1752,82,185,80,171,364
14244,kaiak,1243.029512195122,1855,20,304,266,162,113
14245,whump,1242.8,1728,82,144,165,68,56
14246,spivs,1242.7072520325205,1855,365,61,266,45,36
14247,swobs,1242.3072520325204,1895,365,44,243,24,36
14248,effed,1241.8069756097561,1852,72,8,25,318,118
14249,myopy,1241.6837723577235,1858,107,22,243,50,364
14250,poopa,1241.45281300813,2093,141,279,243,50,63
14251,axman,1240.972926829268,1901,140,14,61,162,130
14252,swims,1240.9072520325203,1848,365,44,266,68,36
14253,swigs,1240.5072520325205,1842,365,44,266,76,36
14254,choof,1240.2333170731708,1844,198,144,243,132,26
14255,funny,1240.1423902439024,1692,135,185,137,182,364
14256,mujik,1239.8,1689,107,185,3,158,113
14257,gogga,1239.2422256593295,2038,115,279,67,76,63
14258,moror,1239.101951219512,1966,107,279,163,132,212
14259,imids,1239.0390243902439,2047,34,38,266,69,36
14260,momma,1238.989275801441,2044,107,279,61,68,63
14261,bodoh,1238.924243902439,1813,173,279,75,132,137
14262,houff,1238.4266178861787,1835,69,279,165,35,26
14263,unown,1237.7976097560977,1986,33,87,243,25,130
14264,dadas,1237.0918048780486,2036,111,304,75,162,36
14265,skims,1236.9072520325203,1864,365,10,266,68,36
14266,biggy,1235.4660162601626,1684,173,201,67,76,364
14267,gisms,1235.3687154471545,1964,115,201,80,68,36
14268,huzza,1235.3486178861788,1868,69,185,11,20,63
14269,byway,1235.0837723577235,1873,173,22,26,162,364
14270,coomb,1234.671268292683,1824,198,279,243,68,11
14271,aflaj,1234.572926829268,1947,140,8,112,162,0
14272,spuds,1234.1072520325204,1892,365,61,165,69,36
14273,mucic,1233.5899999999997,1927,107,185,56,158,31
14274,cirri,1233.5348455284552,2042,198,201,163,150,11
14275,hooha,1232.4573658536585,2115,69,279,243,28,63
14276,bokos,1232.124243902439,1911,173,279,12,132,36
14277,unkut,1232.0301788617885,1978,33,87,12,82,253
14278,bindi,1230.8572357723579,1916,173,201,137,69,11
14279,jumpy,1230.8,1598,20,185,61,50,364
14280,appal,1230.1289430894308,2056,140,61,57,162,155
14281,livid,1229.9177235772358,1931,87,201,49,158,118
14282,kloof,1229.8333170731707,1908,20,200,243,132,26
14283,grrrl,1229.5370491255205,1923,115,267,163,150,155
14284,llama,1228.2355934959348,2007,87,200,306,68,63
